System,Type,RAh,RAm,RAs,Decd,Decm,Decs,Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Ephemeris_reference
Kepler-633b,KTEP,19,40,52.18,+40,35,32.1,13.86,11.98,0.1232,0.02,2455003.86894,0.00200,8.5033925,0.0000279,2016ApJ...822...86M
Kepler-634b,KTEP,19,24,46.81,+40,42,09.7,13.64,12.16,0.1880,0.02,2455003.31339,0.00200,5.1694973,0.0000102,2016ApJ...822...86M
Kepler-635b,KTEP,19,19,05.58,+40,48,02.5,13.40,11.90,0.3607,0.03,2455015.92295,0.00200,23.4497049,0.0000719,2016ApJ...822...86M
Kepler-636b,KTEP,19,34,22.05,+41,05,42.5,13.93,11.58,0.1196,0.31,2455015.76010,0.00039,16.0806573,0.0000081,2016ApJ...822...86M
Kepler-637b,KTEP,19,29,40.13,+41,25,00.7,13.47,12.18,0.1802,0.03,2455013.76280,0.00200,23.2057935,0.0000609,2016ApJ...822...86M
Kepler-638b,KTEP,18,59,40.66,+41,37,01.8,13.74,11.68,0.2968,0.03,2455003.58389,0.00200,6.0797202,0.0000140,2016ApJ...822...86M
Kepler-639b,KTEP,19,28,44.85,+41,43,37.3,13.45,11.89,0.2425,0.03,2455003.70466,0.00100,10.2141879,0.0000201,2016ApJ...822...86M
Kepler-640b,KTEP,19,44,07.72,+42,07,54.0,13.85,12.11,0.1728,0.06,2455007.13676,0.00100,22.2481462,0.0000366,2016ApJ...822...86M
Kepler-641b,KTEP,19,27,17.63,+42,30,58.3,13.93,12.19,0.1495,0.03,2455004.92604,0.00200,9.4896553,0.0000251,2016ApJ...822...86M
Kepler-642b,KTEP,19,35,20.29,+42,37,29.8,13.43,12.10,0.1235,0.03,2455003.79073,0.00300,4.4174626,0.0000192,2016ApJ...822...86M
Kepler-644b,KTEP,19,41,54.17,+43,29,35.3,14.09,12.57,0.1503,0.03,2455003.92525,0.00100,3.1739140,0.0000044,2016ApJ...822...86M
Kepler-645b,KTEP,19,21,17.46,+44,02,08.9,14.08,12.59,0.1268,0.03,2455003.25357,0.00100,3.2758220,0.0000047,2016ApJ...822...86M
Kepler-646b,KTEP,19,21,53.12,+44,23,13.4,13.94,12.09,0.1469,0.04,2455015.40408,0.00200,15.8736098,0.0000448,2016ApJ...822...86M
Kepler-647b,KTEP,18,59,09.19,+44,35,30.0,14.09,12.61,0.2696,0.01,2454977.02673,0.00700,16.2254975,0.0001335,2016ApJ...822...86M
Kepler-648b,KTEP,18,55,35.91,+45,01,00.8,14.08,12.44,0.2082,0.09,2455017.24591,0.00096,17.4211597,0.0000209,2016ApJ...822...86M
Kepler-649b,KTEP,19,02,37.42,+45,04,46.4,13.56,12.04,0.2020,0.06,2455008.29337,0.00100,29.9072186,0.0000537,2016ApJ...822...86M
Kepler-650b,KTEP,19,16,00.21,+45,09,15.3,13.84,12.14,0.1609,0.05,2455004.73428,0.00088,3.0321479,0.0000033,2016ApJ...822...86M
Kepler-651b,KTEP,19,09,19.87,+46,12,12.6,14.12,12.27,0.1701,0.07,2455011.78285,0.00100,21.3851584,0.0000358,2016ApJ...822...86M
Kepler-652b,KTEP,19,12,01.94,+46,28,24.8,13.52,11.74,0.0925,0.08,2455005.78958,0.00038,4.1820019,0.0000020,2016ApJ...822...86M
Kepler-653b,KTEP,18,48,51.10,+46,43,04.1,13.54,11.79,0.1313,0.03,2455008.79267,0.00200,14.7074951,0.0000367,2016ApJ...822...86M
Kepler-653c,KTEP,18,48,51.10,+46,43,04.1,13.54,11.79,0.0524,0.01,2454966.11787,0.00300,0.9003759,0.0000033,2016ApJ...822...86M
Kepler-654b,KTEP,19,48,16.42,+46,50,03.4,13.80,12.16,0.2907,0.03,2455013.64807,0.00300,13.7246270,0.0000492,2016ApJ...822...86M
Kepler-655b,KTEP,19,49,02.18,+46,50,35.4,13.58,12.21,0.2928,0.05,2455025.99633,0.00200,46.4062600,0.0001701,2016ApJ...822...86M
Kepler-656b,KTEP,19,13,18.69,+47,22,53.7,15.54,13.50,0.0775,0.11,2455003.40898,0.00042,1.2602588,0.0000007,2016ApJ...822...86M
Kepler-657b,KTEP,19,24,47.35,+47,18,28.0,15.49,13.76,0.3022,0.12,2455020.92215,0.00200,24.5434566,0.0000595,2016ApJ...822...86M
Kepler-658b,KTEP,18,51,56.11,+47,34,42.9,16.03,12.63,0.0623,0.07,2455002.81549,0.00074,1.2870767,0.0000012,2016ApJ...822...86M
Kepler-659b,KTEP,19,10,25.96,+47,30,34.8,15.85,13.35,0.1425,0.09,2455019.37040,0.00300,17.6717714,0.0000536,2016ApJ...822...86M
Kepler-660b,KTEP,19,12,33.17,+47,43,28.0,15.59,13.03,0.1370,0.13,2455006.25816,0.00088,9.2735817,0.0000104,2016ApJ...822...86M
Kepler-661b,KTEP,18,54,50.61,+47,51,47.7,16.19,13.23,0.0659,0.19,2455004.60296,0.00071,6.0293033,0.0000055,2016ApJ...822...86M
Kepler-662b,KTEP,19,21,51.62,+47,55,45.0,15.67,13.20,0.1440,0.09,2455004.53594,0.00300,21.6769919,0.0000701,2016ApJ...822...86M
Kepler-663b,KTEP,19,51,13.98,+47,56,48.0,16.11,13.90,0.0905,0.09,2455004.74208,0.00200,4.9967797,0.0000139,2016ApJ...822...86M
Kepler-664b,KTEP,19,15,01.17,+48,13,34.3,15.68,13.95,0.0689,0.06,2455004.59555,0.00100,2.5255918,0.0000038,2016ApJ...822...86M
Kepler-665b,KTEP,19,48,06.15,+48,28,42.9,15.69,13.21,0.1356,0.11,2455009.36080,0.00200,16.0130842,0.0000485,2016ApJ...822...86M
Kepler-666b,KTEP,19,53,49.64,+48,47,29.7,15.55,13.81,0.1557,0.05,2455004.34905,0.00300,4.4987651,0.0000178,2016ApJ...822...86M
Kepler-667b,KTEP,19,42,13.21,+49,01,02.4,15.62,13.52,0.4416,0.28,2455041.93203,0.00100,41.4395866,0.0000756,2016ApJ...822...86M
Kepler-668b,KTEP,19,01,59.81,+49,16,38.4,15.50,13.53,0.0938,0.10,2455004.63257,0.00100,8.3538952,0.0000152,2016ApJ...822...86M
Kepler-669b,KTEP,19,27,44.67,+49,15,14.3,15.66,14.20,0.1323,0.15,2455002.75259,0.00061,4.1255435,0.0000031,2016ApJ...822...86M
Kepler-671b,KTEP,19,37,03.79,+49,18,50.7,15.55,13.77,0.1198,0.08,2455004.89659,0.00100,4.2809636,0.0000061,2016ApJ...822...86M
Kepler-672b,KTEP,19,26,53.28,+49,28,51.1,15.31,13.50,0.2328,0.07,2455005.82048,0.00300,38.3775486,0.0001602,2016ApJ...822...86M
Kepler-674b,KTEP,19,00,42.29,+50,08,59.3,15.62,12.39,0.0466,0.08,2455003.67923,0.00090,2.2433806,0.0000027,2016ApJ...822...86M
Kepler-675b,KTEP,19,35,19.99,+50,13,49.2,15.61,13.20,0.0833,0.10,2455004.76198,0.00066,2.3374379,0.0000020,2016ApJ...822...86M
Kepler-676b,KTEP,19,44,53.26,+50,17,13.9,16.69,12.63,0.1052,0.28,2455013.39538,0.00092,11.5982223,0.0000141,2016ApJ...822...86M
Kepler-677b,KTEP,19,20,23.53,+50,19,17.7,15.48,13.69,0.1795,0.28,2455006.63404,0.00046,6.5753159,0.0000037,2016ApJ...822...86M
Kepler-678b,KTEP,19,41,49.27,+50,29,40.4,15.27,13.26,0.3141,0.30,2455002.99422,0.00051,7.2750408,0.0000047,2016ApJ...822...86M
Kepler-679b,KTEP,19,44,05.11,+50,34,04.0,15.71,13.69,0.1621,0.09,2455011.74725,0.00200,12.3935651,0.0000393,2016ApJ...822...86M
Kepler-680b,KTEP,19,26,29.37,+50,37,05.6,15.40,13.76,0.1107,0.04,2455003.36571,0.00200,3.6899201,0.0000090,2016ApJ...822...86M
Kepler-681b,KTEP,19,17,35.93,+51,15,01.1,15.48,13.17,0.1489,0.15,2455009.05459,0.00200,26.3943290,0.0000572,2016ApJ...822...86M
Kepler-683b,KTEP,19,25,45.59,+37,54,20.3,15.20,13.36,0.1012,0.04,2455002.67494,0.00200,2.5391831,0.0000051,2016ApJ...822...86M
Kepler-684b,KTEP,19,23,28.92,+38,16,25.0,15.78,13.83,0.0868,0.13,2455003.57662,0.00100,6.7703004,0.0000095,2016ApJ...822...86M
Kepler-687b,KTEP,19,17,15.70,+39,09,11.8,15.70,13.22,0.1691,0.21,2455014.43428,0.00100,20.5058892,0.0000321,2016ApJ...822...86M
Kepler-689b,KTEP,19,38,50.55,+39,31,18.2,15.80,13.71,0.2178,0.10,2455008.45862,0.00400,22.3664647,0.0000976,2016ApJ...822...86M
Kepler-690b,KTEP,19,37,57.57,+39,46,17.1,15.86,14.11,0.1498,0.25,2455007.99721,0.00076,7.7480942,0.0000076,2016ApJ...822...86M
Kepler-691b,KTEP,19,15,14.88,+40,02,00.2,16.65,12.49,0.0947,0.16,2455009.33968,0.00100,8.1143748,0.0000109,2016ApJ...822...86M
Kepler-692b,KTEP,19,39,06.44,+40,09,13.4,15.77,13.70,0.1825,0.12,2455007.01085,0.00300,21.8129600,0.0000723,2016ApJ...822...86M
Kepler-694b,KTEP,19,24,35.88,+40,25,13.8,15.25,13.49,0.1238,0.08,2455004.13575,0.00100,6.3658397,0.0000081,2016ApJ...822...86M
Kepler-697b,KTEP,18,55,27.45,+41,20,47.2,15.77,13.79,0.1279,0.20,2455004.98798,0.00064,3.7098708,0.0000030,2016ApJ...822...86M
Kepler-698b,KTEP,19,14,02.40,+41,18,06.3,15.64,13.80,0.2613,0.12,2455010.29506,0.00200,16.3297527,0.0000361,2016ApJ...822...86M
Kepler-701b,KTEP,19,15,58.60,+41,37,59.8,15.22,13.14,0.1324,0.08,2455003.93729,0.00200,10.3553312,0.0000209,2016ApJ...822...86M
Kepler-703b,KTEP,19,56,44.84,+41,44,33.6,15.48,13.62,0.1127,0.38,2455002.97397,0.00073,4.5835209,0.0000042,2016ApJ...822...86M
Kepler-704b,KTEP,18,53,15.93,+41,50,13.6,15.45,13.56,0.1466,0.05,2455004.90364,0.00200,3.7618184,0.0000114,2016ApJ...822...86M
Kepler-705b,KTEP,19,18,02.03,+41,48,43.6,16.64,12.54,0.1952,0.16,2455034.16578,0.00300,56.0560754,0.0002753,2016ApJ...822...86M
Kepler-707b,KTEP,19,20,01.81,+42,06,59.2,15.23,13.00,0.0755,0.03,2455003.81914,0.00200,2.2374896,0.0000050,2016ApJ...822...86M
Kepler-708b,KTEP,19,35,15.95,+42,12,45.0,15.71,13.87,0.0909,0.08,2455005.14796,0.00099,3.1678934,0.0000039,2016ApJ...822...86M
Kepler-709b,KTEP,19,28,25.24,+42,22,49.1,15.45,13.14,0.1660,0.14,2455013.28319,0.00100,16.0851894,0.0000302,2016ApJ...822...86M
Kepler-710b,KTEP,19,27,51.40,+42,41,46.1,15.20,13.38,0.0876,0.05,2455005.23343,0.00200,4.3472888,0.0000085,2016ApJ...822...86M
Kepler-711b,KTEP,19,49,50.40,+42,50,23.7,15.63,13.06,0.2114,0.12,2455006.81994,0.00200,23.5891714,0.0000579,2016ApJ...822...86M
Kepler-712b,KTEP,19,39,38.33,+42,56,06.9,16.09,13.84,0.1711,0.18,2455040.67593,0.00100,21.0225061,0.0000409,2016ApJ...822...86M
Kepler-712c,KTEP,19,39,38.33,+42,56,06.9,16.09,13.84,0.3149,0.31,2455040.35971,0.00400,226.890477,0.0009057,2016ApJ...822...86M
Kepler-713b,KTEP,19,42,36.35,+43,01,47.3,15.21,13.30,0.1052,0.06,2455008.34754,0.00100,7.4111318,0.0000136,2016ApJ...822...86M
Kepler-715b,KTEP,18,54,31.38,+43,22,45.8,15.21,13.59,0.2227,0.09,2455009.96898,0.00200,10.0065301,0.0000200,2016ApJ...822...86M
Kepler-716b,KTEP,19,21,34.37,+43,21,50.0,15.44,13.13,0.1265,0.13,2455005.61729,0.00100,10.3716893,0.0000148,2016ApJ...822...86M
Kepler-717b,KTEP,19,31,51.73,+43,20,47.0,15.84,14.00,0.2088,0.05,2455005.18582,0.00300,4.4084133,0.0000141,2016ApJ...822...86M
Kepler-721b,KTEP,18,57,43.32,+44,28,49.9,15.87,13.63,0.1242,0.12,2455004.72707,0.00096,5.3920269,0.0000067,2016ApJ...822...86M
Kepler-722b,KTEP,19,21,03.18,+44,33,23.2,15.54,13.84,0.1076,0.05,2455004.00954,0.00200,4.0935785,0.0000090,2016ApJ...822...86M
Kepler-722c,KTEP,19,21,03.18,+44,33,23.2,15.54,13.84,0.3580,0.07,2455011.36700,0.01100,105.145959,0.0020000,2016ApJ...822...86M
Kepler-724b,KTEP,19,33,49.15,+44,47,34.0,15.34,13.37,0.0750,0.14,2455004.31306,0.00042,3.3149474,0.0000017,2016ApJ...822...86M
Kepler-726b,KTEP,19,26,52.15,+44,53,14.3,15.26,13.33,0.1421,0.11,2455023.49737,0.00200,21.8045161,0.0000473,2016ApJ...822...86M
Kepler-727b,KTEP,19,39,23.25,+45,02,03.8,15.59,13.43,0.1345,0.07,2455004.63890,0.00200,5.1544814,0.0000103,2016ApJ...822...86M
Kepler-728b,KTEP,19,24,22.16,+45,06,55.9,15.72,13.94,0.1434,0.12,2455007.89892,0.00100,5.7434698,0.0000073,2016ApJ...822...86M
Kepler-729b,KTEP,19,05,26.42,+45,24,51.4,15.76,14.09,0.1380,0.15,2455003.96614,0.00063,3.1663536,0.0000025,2016ApJ...822...86M
Kepler-732b,KTEP,18,54,55.68,+45,57,31.5,15.87,11.72,0.1014,0.22,2455011.41584,0.00052,9.4678215,0.0000061,2016ApJ...822...86M
Kepler-732c,KTEP,18,54,55.68,+45,57,31.5,15.87,11.72,0.0458,0.07,2454967.54034,0.00042,0.8930410,0.0000005,2016ApJ...822...86M
Kepler-733b,KTEP,19,32,04.38,+45,54,52.8,15.61,13.65,0.1686,0.10,2455009.58569,0.00200,20.8342673,0.0000536,2016ApJ...822...86M
Kepler-734b,KTEP,19,48,10.94,+46,01,38.4,14.61,12.67,0.1955,0.21,2455002.57348,0.00033,6.1048494,0.0000027,2016ApJ...822...86M
Kepler-735b,KTEP,18,58,45.32,+46,10,20.1,15.62,13.45,0.0836,0.14,2455007.85855,0.00100,11.5151717,0.0000157,2016ApJ...822...86M
Kepler-736b,KTEP,19,01,33.91,+46,10,51.3,15.96,13.82,0.0948,0.08,2455004.99184,0.00100,3.6014653,0.0000059,2016ApJ...822...86M
Kepler-737b,KTEP,19,27,27.08,+46,25,45.3,15.82,12.10,0.1524,0.16,2455022.92667,0.00200,28.5991403,0.0000549,2016ApJ...822...86M
Kepler-738b,KTEP,19,10,16.72,+46,34,04.3,15.79,13.82,0.1660,0.09,2455006.70572,0.00300,24.5871635,0.0000874,2016ApJ...822...86M
Kepler-739b,KTEP,19,20,16.31,+46,34,44.9,15.64,13.85,0.1674,0.11,2455003.76535,0.00100,12.5324822,0.0000223,2016ApJ...822...86M
Kepler-740b,KTEP,19,05,55.74,+46,41,32.8,16.12,14.18,0.1138,0.26,2455003.42783,0.00042,3.5841010,0.0000019,2016ApJ...822...86M
Kepler-741b,KTEP,19,17,43.60,+46,37,03.1,15.19,13.69,0.1610,0.05,2455008.73059,0.00200,7.0390202,0.0000147,2016ApJ...822...86M
Kepler-742b,KTEP,18,55,27.84,+46,47,22.5,15.56,12.82,0.1131,0.20,2455008.64459,0.00057,8.3608707,0.0000061,2016ApJ...822...86M
Kepler-743b,KTEP,19,42,17.79,+42,48,23.1,12.71,10.78,0.0427,0.02,2455094.84161,0.00076,3.1792673,0.0000033,2016ApJ...822...86M
Kepler-744b,KTEP,19,45,59.06,+47,10,58.3,13.75,11.93,0.0858,0.03,2454971.22229,0.00200,12.0622296,0.0000275,2016ApJ...822...86M
Kepler-745b,KTEP,19,25,59.86,+37,03,33.4,15.39,13.62,0.2366,0.04,2454969.49128,0.00400,9.9314631,0.0000519,2016ApJ...822...86M
Kepler-746b,KTEP,19,22,43.74,+37,21,18.4,13.81,11.81,0.0753,0.01,2454965.98828,0.00200,3.4815917,0.0000104,2016ApJ...822...86M
Kepler-748b,KTEP,19,29,03.09,+37,14,13.1,15.43,13.60,0.1531,0.04,2455188.49652,0.00300,7.4074250,0.0000366,2016ApJ...822...86M
Kepler-749b,KTEP,19,59,35.33,+43,54,14.0,16.07,13.52,0.1313,0.15,2454975.36094,0.00200,17.3171174,0.0000469,2016ApJ...822...86M
Kepler-750b,KTEP,19,16,23.25,+44,00,15.7,14.61,13.10,0.1853,0.06,2454973.10460,0.00200,9.4288988,0.0000235,2016ApJ...822...86M
Kepler-750c,KTEP,19,16,23.25,+44,00,15.7,14.61,13.10,0.1494,0.02,2454968.76402,0.00500,4.0889730,0.0000215,2016ApJ...822...86M
Kepler-751b,KTEP,19,39,22.52,+44,04,39.6,15.21,13.12,0.1852,0.08,2454974.68020,0.00200,17.4448602,0.0000490,2016ApJ...822...86M
Kepler-752b,KTEP,19,29,04.35,+37,57,20.3,15.97,13.94,0.1943,0.10,2455029.19088,0.00300,18.8274402,0.0000793,2016ApJ...822...86M
Kepler-753b,KTEP,19,27,36.78,+37,54,08.2,14.94,11.88,0.0788,0.08,2454966.29939,0.00100,5.7477119,0.0000075,2016ApJ...822...86M
Kepler-754b,KTEP,19,33,00.98,+37,50,46.2,15.34,13.52,0.2343,0.03,2454968.95038,0.00900,14.5598556,0.0001612,2016ApJ...822...86M
Kepler-755b,KTEP,19,47,26.63,+41,05,50.4,14.24,11.88,0.0610,0.03,2454966.34368,0.00068,1.2690914,0.0000010,2016ApJ...822...86M
Kepler-755c,KTEP,19,47,26.63,+41,05,50.4,14.24,11.88,0.0610,0.03,2454966.79678,0.00100,2.8531340,0.0000044,2016ApJ...822...86M
Kepler-756b,KTEP,19,22,25.90,+41,12,03.9,15.58,13.54,0.0712,0.02,2454966.20824,0.00300,1.2248664,0.0000041,2016ApJ...822...86M
Kepler-757b,KTEP,19,46,43.30,+41,23,11.4,14.99,13.04,0.0571,0.01,2454966.45422,0.00200,1.0226787,0.0000027,2016ApJ...822...86M
Kepler-758b,KTEP,19,32,20.31,+41,08,07.5,14.42,13.11,0.2644,0.03,2454973.21258,0.00400,12.1096871,0.0000623,2016ApJ...822...86M
Kepler-758c,KTEP,19,32,20.31,+41,08,07.5,14.42,13.11,0.1942,0.01,2454970.69636,0.00600,4.7579610,0.0000345,2016ApJ...822...86M
Kepler-758d,KTEP,19,32,20.31,+41,08,07.5,14.42,13.11,0.3557,0.02,2454980.43894,0.01000,20.4972755,0.0003340,2016ApJ...822...86M
Kepler-758e,KTEP,19,32,20.31,+41,08,07.5,14.42,13.11,0.2181,0.01,2454971.99617,0.00700,8.1934507,0.0000709,2016ApJ...822...86M
Kepler-759b,KTEP,19,20,31.56,+41,22,53.4,14.68,12.97,0.2524,0.04,2454975.81919,0.00500,41.8059544,0.0002153,2016ApJ...822...86M
Kepler-760b,KTEP,19,10,22.36,+44,10,45.9,15.30,13.24,0.1224,0.11,2455190.55941,0.00100,8.7042052,0.0000132,2016ApJ...822...86M
Kepler-760c,KTEP,19,10,22.36,+44,10,45.9,15.30,13.24,0.0681,0.03,2455187.93093,0.00200,2.4669704,0.0000063,2016ApJ...822...86M
Kepler-761b,KTEP,19,22,00.86,+44,08,36.8,14.90,13.20,0.1465,0.05,2454972.11590,0.00200,10.1280516,0.0000298,2016ApJ...822...86M
Kepler-763b,KTEP,19,28,34.67,+47,09,26.4,15.93,13.75,0.0525,0.02,2454965.53363,0.00300,1.1965485,0.0000037,2016ApJ...822...86M
Kepler-764b,KTEP,19,49,34.36,+47,09,52.6,15.48,13.62,0.1478,0.03,2454971.58290,0.00400,7.3368510,0.0000367,2016ApJ...822...86M
Kepler-765b,KTEP,18,52,44.30,+47,09,20.4,14.76,13.18,0.2764,0.05,2454977.87140,0.00300,27.6652847,0.0001300,2016ApJ...822...86M
Kepler-766b,KTEP,19,32,44.29,+37,58,11.4,15.86,13.99,0.1978,0.08,2454968.58656,0.00200,6.1002762,0.0000162,2016ApJ...822...86M
Kepler-767b,KTEP,19,26,18.99,+38,02,08.9,15.60,13.81,0.1531,0.47,2455031.00137,0.00100,161.527834,0.0003206,2016ApJ...822...86M
Kepler-768b,KTEP,19,36,27.75,+38,23,36.5,15.95,13.51,0.0960,0.04,2454970.70864,0.00600,11.3910236,0.0000886,2016ApJ...822...86M
Kepler-769b,KTEP,19,30,51.14,+38,21,29.5,14.95,13.39,0.1516,0.04,2454972.90039,0.00200,7.4260812,0.0000188,2016ApJ...822...86M
Kepler-769c,KTEP,19,30,51.14,+38,21,29.5,14.95,13.39,0.1733,0.02,2454970.59640,0.01500,15.9868932,0.0002828,2016ApJ...822...86M
Kepler-771b,KTEP,19,09,46.58,+38,05,18.3,14.94,13.20,0.1871,0.03,2454968.08180,0.00400,8.7348852,0.0000442,2016ApJ...822...86M
Kepler-772b,KTEP,19,25,41.65,+38,12,59.7,14.15,12.30,0.2507,0.03,2454969.32016,0.00300,12.9920485,0.0000516,2016ApJ...822...86M
Kepler-773b,KTEP,19,23,32.32,+38,03,27.2,13.45,11.89,0.0826,0.02,2454968.10837,0.00100,3.7491057,0.0000070,2016ApJ...822...86M
Kepler-774b,KTEP,19,24,07.66,+38,12,43.0,12.89,11.64,0.2620,0.01,2454974.76142,0.00300,11.0895660,0.0000440,2016ApJ...822...86M
Kepler-775b,KTEP,19,25,43.99,+41,42,12.3,13.68,11.77,0.0675,0.02,2454966.07627,0.00064,0.9748689,0.0000008,2016ApJ...822...86M
Kepler-776b,KTEP,19,09,05.43,+41,38,08.0,15.73,13.32,0.0755,0.03,2454966.39852,0.00300,4.8972101,0.0000200,2016ApJ...822...86M
Kepler-777b,KTEP,18,50,53.77,+44,20,47.2,16.49,13.05,0.0846,0.06,2454968.18066,0.00300,5.7281262,0.0000208,2016ApJ...822...86M
Kepler-778b,KTEP,19,09,54.58,+44,14,15.0,15.99,13.79,0.0955,0.04,2454966.43330,0.00200,3.7557427,0.0000107,2016ApJ...822...86M
Kepler-779b,KTEP,19,02,30.85,+44,18,39.2,16.27,12.61,0.0877,0.04,2454969.34514,0.00300,7.0971212,0.0000260,2016ApJ...822...86M
Kepler-780b,KTEP,18,47,03.93,+44,17,33.1,13.48,11.82,0.0765,0.01,2454966.94573,0.00100,0.6773747,0.0000011,2016ApJ...822...86M
Kepler-781b,KTEP,19,10,36.87,+47,24,53.3,16.20,14.05,0.1485,0.12,2454973.58492,0.00200,13.2140961,0.0000370,2016ApJ...822...86M
Kepler-782b,KTEP,19,15,28.37,+47,45,33.9,12.89,11.32,0.4807,0.09,2455006.94993,0.00200,158.685002,0.0004660,2016ApJ...822...86M
Kepler-783b,KTEP,19,24,15.10,+47,29,05.2,14.09,12.29,0.1125,0.01,2454967.80018,0.00700,4.2926370,0.0000378,2016ApJ...822...86M
Kepler-784b,KTEP,19,43,40.95,+47,26,54.9,13.46,11.62,0.5653,0.01,2454975.96490,0.01200,31.5925809,0.0004371,2016ApJ...822...86M
Kepler-786b,KTEP,19,34,58.54,+38,56,21.4,15.19,12.71,0.2362,0.11,2454980.86464,0.00300,53.5292702,0.0002683,2016ApJ...822...86M
Kepler-787b,KTEP,19,26,46.19,+38,34,22.4,16.31,13.11,0.0496,0.04,2454966.80358,0.00200,0.9283100,0.0000022,2016ApJ...822...86M
Kepler-788b,KTEP,19,20,00.09,+38,32,23.6,15.43,13.87,0.2643,0.03,2454969.31152,0.00500,8.3984298,0.0000566,2016ApJ...822...86M
Kepler-789b,KTEP,19,43,54.03,+38,56,47.9,14.65,13.01,0.2274,0.04,2454972.94684,0.00300,8.6384739,0.0000352,2016ApJ...822...86M
Kepler-790b,KTEP,19,07,40.10,+38,52,19.9,15.44,13.25,0.1154,0.07,2454975.32752,0.00300,13.7347407,0.0000421,2016ApJ...822...86M
Kepler-791b,KTEP,19,34,22.99,+39,01,46.1,14.48,13.16,0.2905,0.03,2454967.11669,0.00400,14.5538749,0.0000987,2016ApJ...822...86M
Kepler-792b,KTEP,19,28,01.63,+38,49,14.6,15.16,13.48,0.1676,0.03,2454967.91855,0.00500,11.3012304,0.0000753,2016ApJ...822...86M
Kepler-793b,KTEP,19,40,51.99,+38,46,27.5,14.81,12.87,0.1238,0.02,2454966.45522,0.00400,4.2415363,0.0000220,2016ApJ...822...86M
Kepler-794b,KTEP,19,12,32.08,+38,59,48.7,13.60,12.01,0.1765,0.02,2454967.36341,0.00300,11.1312716,0.0000351,2016ApJ...822...86M
Kepler-795b,KTEP,19,24,04.57,+38,32,44.0,13.48,11.71,0.2066,0.03,2454966.68205,0.00300,29.6193891,0.0001103,2016ApJ...822...86M
Kepler-796b,KTEP,19,09,13.88,+39,08,41.0,13.22,11.07,0.1065,0.01,2454969.88240,0.00300,6.4008714,0.0000228,2016ApJ...822...86M
Kepler-797b,KTEP,19,48,50.14,+41,46,54.1,14.75,12.84,0.2900,0.05,2454972.11270,0.00300,27.0723766,0.0000899,2016ApJ...822...86M
Kepler-798b,KTEP,19,29,54.77,+42,08,32.2,14.29,12.84,0.2320,0.03,2454973.74483,0.00300,13.7193843,0.0000491,2016ApJ...822...86M
Kepler-800b,KTEP,19,06,17.95,+44,47,42.7,15.96,13.92,0.1672,0.10,2454975.26044,0.00300,14.1317531,0.0000446,2016ApJ...822...86M
Kepler-801b,KTEP,19,04,18.05,+44,39,52.7,15.69,12.76,0.1663,0.09,2454970.66894,0.00200,11.4192614,0.0000232,2016ApJ...822...86M
Kepler-802b,KTEP,19,04,03.80,+45,00,27.9,15.04,13.11,0.2331,0.12,2455002.91063,0.00200,40.0588166,0.0000953,2016ApJ...822...86M
Kepler-803b,KTEP,19,56,53.18,+44,41,37.9,13.85,11.99,0.2634,0.11,2455000.63351,0.00100,50.2863598,0.0000852,2016ApJ...822...86M
Kepler-804b,KTEP,19,33,29.34,+44,47,06.5,13.89,12.25,0.1996,0.03,2454971.20189,0.00200,14.3745757,0.0000331,2016ApJ...822...86M
Kepler-804c,KTEP,19,33,29.34,+44,47,06.5,13.89,12.25,0.1790,0.01,2454965.15947,0.00500,9.6518833,0.0000590,2016ApJ...822...86M
Kepler-805b,KTEP,19,32,55.18,+45,03,11.9,12.65,11.20,0.3693,0.03,2454995.88077,0.00300,30.8639476,0.0001070,2016ApJ...822...86M
Kepler-806b,KTEP,19,44,01.70,+44,51,12.5,12.10,10.13,0.2404,0.01,2454971.04535,0.00300,8.0922105,0.0000332,2016ApJ...822...86M
Kepler-808b,KTEP,19,26,22.58,+48,26,44.2,14.66,11.88,0.0479,0.04,2454966.94488,0.00040,0.6313317,0.0000003,2016ApJ...822...86M
Kepler-809b,KTEP,19,16,20.07,+48,01,05.2,14.89,13.20,0.3048,0.09,2455020.55044,0.00300,55.6391882,0.0002097,2016ApJ...822...86M
Kepler-810b,KTEP,19,46,27.56,+48,04,57.5,15.97,14.21,0.1212,0.03,2454969.47837,0.00400,4.5972661,0.0000246,2016ApJ...822...86M
Kepler-811b,KTEP,19,01,41.83,+47,50,04.6,14.11,12.46,0.2314,0.04,2454978.95798,0.00300,23.5844475,0.0000799,2016ApJ...822...86M
Kepler-812b,KTEP,19,15,25.27,+48,12,30.7,13.86,12.83,0.1945,0.03,2454970.44489,0.00200,10.1171684,0.0000272,2016ApJ...822...86M
Kepler-813b,KTEP,19,02,39.04,+48,26,07.3,14.70,13.12,0.1651,0.05,2454972.43530,0.00300,19.1294760,0.0000757,2016ApJ...822...86M
Kepler-814b,KTEP,18,59,38.51,+48,25,53.9,14.81,13.42,0.1381,0.02,2454968.07385,0.00300,6.1469956,0.0000237,2016ApJ...822...86M
Kepler-815b,KTEP,19,00,53.06,+47,52,52.9,13.49,11.19,0.3605,0.02,2454973.14063,0.00500,8.5750498,0.0000568,2016ApJ...822...86M
