NAME,MSINI,A,PER,TT,K,B,DEPTH,I,R,DENSITY,TRANSITREF,TRANSITURL,ORBREF,ORBURL
,mjupiter,au,day,,m/s,,,deg,rjupiter,g/cm^3,,,,
Kepler-466 b,,0.272969,51.07926307,2455018.181,,,0.000609102,,0.254,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-678 b,,0.071979,7.27503724,2455002.995,,,0.00268739,,0.459,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-446 d,,0.0352283,5.148921,2454966.3196,,0.705,0.00269,88.72,0.123,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M
Kepler-4 b,0.0772272,0.0455763,3.21346,2454956.6127,9.3,0.022,0.00061,89.76,0.357,1.91,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B
HAT-P-50 b,1.3634,0.0453232,3.1220109,2456285.90993,161.3,0.629,0.00612,83.65,1.32187,0.78,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H
Kepler-1370 b,,0.154149,20.2641684,2454968.282,,,0.000161798,,0.164,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-882 b,,0.0475302,3.98953967,2454967.1,,,0.000159517,,0.11,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-530 b,,0.223973,39.30941904,2455004.335,,,0.00097344,,0.269,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1522 b,,0.0290724,1.84788917,2454965.2,,,0.000280562,,0.154,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-759 b,,0.238842,41.805985,2454975.819,,,0.000415344,,0.203,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1351 b,,0.0163913,0.91614077,2454965.023,,,0.0000804609,,0.058,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-529 c,,0.109729,12.8345022,2454971.325,,,0.000262764,,0.178,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-977 b,,0.167537,26.85328322,2454976.311,,,0.000848557,,0.234,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 97658 b,0.024749,0.0796373,9.4909,,2.9,0.23,0.000849,89.45,0.208761,3.44,Dragomir 2013,http://adsabs.harvard.edu/abs/2013arXiv1305.7260D,Dragomir 2013,http://adsabs.harvard.edu/abs/2013arXiv1305.7260D
Kepler-261 b,,0.0931334,10.381227,2455101.02361,,0.16,,,0.194487,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-658 b,,0.0198513,1.28707676,2455002.815,,,0.00064974,,0.145,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-57 b,,0.0588891,5.7293196,2454971.5584,,0.5849,,,0.195205,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-175 b,,0.102029,11.903515,2455011.34082,,0.09,,,0.228388,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-509 b,,0.243116,41.74600392,2455043.399,,,0.000350064,,0.222,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-577 b,,0.156872,25.69578251,2455021.79,,,0.00102784,,0.227,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-323 b,,0.0276391,1.678327,2454969.05307,,0.09,,,0.127576,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1153 b,,0.0276021,1.75583533,2454966.157,,,0.00034151,,0.154,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-433 b,2.84877,0.0678214,5.33408384,2454964.98152,259,0.082,0.000434,89.21,1.45,1.13,Almenara 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..71A,Almenara 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..71A
Kepler-1319 b,,0.0327047,2.88676265,2454964.666,,,0.000532686,,0.12,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-51 b,0.309041,0.0506843,4.2180278,2456194.12204,39.5,0.277,0.01633,88.48,1.32379,0.178,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H
Kepler-377 c,,0.176201,27.014976,2454965.50842,,0.34,,,0.183781,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1287 b,,0.0982303,11.47685909,2454972.63,,,0.000211412,,0.137,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-426 b,0.341143,0.0413383,3.21751883,,50,0.718,0.01491,85.74,1.09,0.26,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H
Kepler-379 c,,0.309155,62.784697,2454990.30359,,0.18,,,0.2043,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-20 b,0.309586,0.0599991,4.8996285,2455715.8,32.8,0.718,0.01161,85.57,1.462,0.1006,Anderson 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..61A,Anderson 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..61A
Kepler-315 c,,0.808381,265.469335,2454984.06838,,0.94,,,0.370238,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-35 b,1.22799,0.0319991,1.8209993,2456981.80199,170,0.26,0.01105,86.9,1.499,0.484,de Val-Borro 2016,http://adsabs.harvard.edu/abs/2016AJ....152..161D,de Val-Borro 2016,http://adsabs.harvard.edu/abs/2016AJ....152..161D
Kepler-80 c,,0.0788018,9.522,,,,,,0.254,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-179 c,,0.067463,6.40013,2455007.02343,,0.03,,,0.178428,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-476 b,,0.114843,14.00640607,2454975.209,,,0.000652292,,0.275,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-154 e,,0.0469031,3.93276465,2454967.651,,,0.000203063,,0.134,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HATS-4 b,1.25726,0.032693,2.156729,2455808.34095,197.5,0.217,0.0128,88.5,1.02,1.55,Jordan 2014,http://adsabs.harvard.edu/abs/2014AJ....148...29J,Jordan 2014,http://adsabs.harvard.edu/abs/2014AJ....148...29J
Kepler-1608 b,,0.11512,16.4735686,2454975.685,,,0.000477422,,0.154,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-527 b,,0.119195,13.28535633,2455002.862,,,0.000326886,,0.253,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
CoRoT-27 b,10.371,0.0466557,3.57532,2455748.684,1326,0.54,0.009801,86.7,1.007,13.4823,Parviainen 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.1122P,Parviainen 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.1122P
Kepler-1115 b,,0.188086,23.5540725,2454977.212,,,0.0000755161,,0.152,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1141 b,,0.0346536,2.34451194,2454965.873,,,0.0000495616,,0.073,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-360 c,,0.0728812,7.186434,2454969.62273,,0.19,,,0.187349,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-154 d,,0.141235,20.54981883,2455011.946,,,0.00130899,,0.343,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-262 b,,0.108539,13.060855,2454970.63086,,0.76,,,0.121331,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-969 c,,0.0269307,1.6829346,2454964.968,,,0.000125216,,0.088,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1106 b,,0.0235482,1.25275217,2454966.171,,,0.000178757,,0.147,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-381 b,,0.0619291,5.629021,2454967.74616,,0.29,,,0.0883219,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-168 c,,0.109272,13.193242,2455008.60934,,0.02,,,0.239986,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-84 f,,0.245953,44.552169,2454993.29097,,0.34,,,0.196271,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-874 b,,0.235841,40.0686727,2454984.808,,,0.00099225,,0.352,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-987 b,,0.432008,105.3033148,2455040.173,,,0.00111222,,0.291,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-529 b,,0.0315668,1.98035766,2455003.139,,,0.00023963,,0.166,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1039 b,,0.0172977,0.93488424,2454964.582,,,0.000314708,,0.13,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1112 b,,0.127487,14.36267939,2454974.436,,,0.000327972,,0.269,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-960 b,,0.0383568,3.12686223,2454966.725,,,0.000816816,,0.204,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-49 b,0.376728,0.0378972,2.7817387,2455580.59436,56.8,0.745,0.01376,84.89,1.115,0.361998,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L
Kepler-288 b,,0.065318,6.097326,2455187.06412,,0.21,,,0.148987,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-37 c,0.0107883,0.139784,21.301886,2455024.8,0.92,0.66,0.0000811,89.07,0.066,49.7647,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B
Kepler-1314 b,,0.0509616,5.42474928,2454966.729,,,0.00646094,,0.456,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-55 b,,0.153688,27.9481449,2455011.79598,,0.8196,,,0.216597,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-1504 b,,0.350774,82.304003,2454992.038,,,0.00059927,,0.19,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1197 b,,0.0289045,2.03231845,2454965.644,,,0.000271261,,0.112,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-774 b,,0.113114,11.0895723,2454974.762,,,0.000132941,,0.283,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1173 b,,0.0156331,0.7698536,2454965.521,,,0.00010282,,0.079,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-272 b,,0.0404491,2.971353,2454967.38675,,0.04,,,0.127576,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-231 b,,0.0912341,10.065275,2454969.28185,,0.82,,,0.15434,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-512 b,,0.218278,34.43587975,2455026.039,,,0.000353816,,0.24,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-747 b,,0.198299,35.61760587,2455030.035,,,0.00381924,,0.47,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-827 b,,0.265894,51.92927591,2454984.932,,,0.00319451,,0.502,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1057 b,,0.116763,14.08827448,2454970.344,,,0.000791297,,0.3,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-41 c,2.97516,0.950245,350.3,,94,,,,,,Neveu-VanMalle 2015,http://adsabs.harvard.edu/abs/2016A%26A...586A..93N,Neveu-VanMalle 2015,http://adsabs.harvard.edu/abs/2016A%26A...586A..93N
Kepler-373 b,,0.0612399,5.535309,2454965.76048,,0.16,,,0.121331,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1622 b,,0.104704,10.8118737,2454970.132,,,0.0000779689,,0.131,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-288 d,,0.288618,56.633742,2454968.55296,,0.41,,,0.238201,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-445 c,,0.0317534,4.871229,2454966.6408,,0,0.0116,89.91,0.229,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M
Kepler-1088 b,,0.162992,23.12748644,2454978.66,,,0.00013924,,0.127,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-770 d,,0.0495281,4.15244722,2454967.583,,,0.000193766,,0.125,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-963 b,,0.0878919,9.97683705,2454964.767,,,0.000810541,,0.237,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-21 b,,0.0427173,2.785755,2455039.8,,0.64,0.0000649636,82.58,0.1459,0,Howell 2012,http://adsabs.harvard.edu/abs/2012ApJ...746..123H,Howell 2012,http://adsabs.harvard.edu/abs/2012ApJ...746..123H
Kepler-352 c,,0.125984,16.332995,2454969.90648,,0.12,,,0.110625,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-363 b,,0.046094,3.614568,2454967.69656,,0.06,,,0.103488,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1053 b,,0.0318579,2.41435165,2454965.429,,,0.000173976,,0.087,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-390 b,,0.0698175,6.738088,2454966.32269,,0.37,,,0.0731555,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
K2-18 b,0.0253363,0.142931,32.939614,2457264.39131,3.18,0.601,0.002804,89.5785,0.216574,7.87,Benneke 2017,http://adsabs.harvard.edu/abs/2017ApJ...834..187B,Cloutier 2017,http://adsabs.harvard.edu/abs/2017A%26A...608A..35C
CoRoT-28 b,0.483851,0.0590095,5.20851,2455755.8466,56.4,0.24,0.00304,88.1,0.955,0.69,Cabrera 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..36C,Cabrera 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..36C
Kepler-340 b,,0.118208,14.844387,2454976.58289,,0.31,,,0.225711,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-679 b,,0.100056,12.39358604,2455011.746,,,0.00106994,,0.269,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-335 c,,0.325549,67.844469,2454982.49928,,0.77,,,0.273887,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-841 b,,0.462033,124.4198398,2454983.596,,,0.00352598,,0.467,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-226 b,,0.0488289,3.940997,2454969.09337,,0.15,,,0.138282,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
KELT-3 b,1.454,0.0412729,2.70339,2456023.459,179.6,0.611,0.00888,84.14,1.358,0.721,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P
Kepler-51 c,,0.379271,85.3128662,2455128.32095,,0.0613,,,0.508958,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-1639 b,,0.0935706,9.878482,2454967.416,,,0.000401201,,0.23,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-810 b,,0.0546451,4.59725385,2454969.481,,,0.000277223,,0.172,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-226 c,,0.0598621,5.349555,2455004.80599,,0.25,,,0.202516,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1520 b,,0.0134503,0.65355357,2454965.059,,,0.00545678,,0.515,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-533 b,,0.168131,28.51120525,2455020.364,,,0.00186451,,0.302,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-11 e,,0.19466,31.9996,2454987.159,,0.763,0.00132715,88.89,0.373377,0.58,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L
Kepler-366 c,,0.1055,12.51616,2454968.0286,,0.2,,,0.159693,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1419 b,,0.239214,42.5215895,2454969.129,,,0.00067704,,0.255,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-46 b,0.495889,0.0576688,4.463129,2455701.33646,52.2,0.626,0.0089,85.5,1.284,0.311583,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H
Kepler-1033 b,,0.07385,7.56052806,2454967.479,,,0.000629006,,0.224,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-616 c,,0.391589,90.4113556,2455041.504,,,0.000996034,,0.304,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-288 c,,0.140842,19.305772,2455206.19055,,0.06,,,0.25426,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1517 b,,0.0714194,5.54608367,2454966.503,,,0.00210865,,0.871,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-48 d,,0.229818,42.8961,2454979.06554,1.57,0.2,0.0004419,,0.181997,5.08,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-626 b,,0.116684,14.48585199,2455008.006,,,0.000389668,,0.204,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-311 b,,0.0857785,9.176092,2454971.7174,,0.01,,,0.151664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-117 c,,0.268407,50.790412,2454968.63097,,0.29,,,1.00812,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-271 d,,0,5.24972541,2454968.465,,,0.0000521284,,0.059,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-69 c,,0.709354,242.4613,2454983.87,,0.12,0.00035,89.85,0.15242,,Barclay 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..101B,Barclay 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..101B
Kepler-935 b,,0.0518363,4.88083852,2454969.198,,,0.000284597,,0.12,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1245 b,,0.0496255,4.35409304,2454965.853,,,0.000246804,,0.128,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-296 f,,0.310961,63.335879,2454995.61161,,0.27,,,0.159693,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-613 b,,0.122297,15.77979614,2455008.97,,,0.000485762,,0.204,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1011 b,,0.0608921,5.75322197,2454969.756,,,0.000904806,,0.256,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1536 b,,0.891311,364.758031,2454968.462,,,0.00187662,,0.28,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
