# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun  7 06:36:29 2017
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
977,Kepler-19 b,4.50000,,0.016000,0.017000,-0.013000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
978,Kepler-19 b,4.50000,,0.070000,0.019000,-0.018000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
979,Kepler-22 b,0.60000,,0.049200,0.007500,-0.007500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
980,Kepler-22 b,4.50000,,0.008000,0.012000,-0.007000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
981,KOI-94 d,0.60000,,0.574500,0.001600,-0.001600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
982,KOI-94 d,4.50000,,0.478000,0.017000,-0.017000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
983,Kepler-14 b,0.60000,,0.227600,0.000600,-0.000600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
984,Kepler-14 b,4.50000,,0.170000,0.016000,-0.016000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
985,Kepler-94 b,0.60000,,0.150100,0.021900,-0.021900,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
986,Kepler-94 b,4.50000,,0.081000,0.039000,-0.043000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
987,Kepler-94 b,4.50000,,0.154000,0.039000,-0.039000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
988,Kepler-104 d,0.60000,,0.061600,0.001200,-0.001200,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
989,Kepler-104 d,4.50000,,0.094000,0.025000,-0.026000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
990,Kepler-18 c,0.60000,,0.229200,0.005400,-0.005400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
991,Kepler-18 c,4.50000,,0.168000,0.037000,-0.040000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
992,Kepler-18 d,0.60000,,0.323500,0.008700,-0.008700,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
993,Kepler-18 d,4.50000,,0.371000,0.046000,-0.049000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
994,Kepler-11 e,0.60000,,0.140100,0.004700,-0.004700,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
995,Kepler-11 e,4.50000,,0.046000,0.040000,-0.035000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
996,Kepler-11 e,4.50000,,0.138000,0.040000,-0.039000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
997,Kepler-25 c,0.60000,,0.118800,0.001200,-0.001200,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
998,Kepler-25 c,4.50000,,0.125000,0.012000,-0.013000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
999,Kepler-25 b,0.60000,,0.040000,0.000300,-0.000300,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1000,Kepler-25 b,4.50000,,0.041000,0.011000,-0.011000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1001,Kepler-25 b,4.50000,,0.011000,0.011000,-0.009000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1002,Kepler-25 b,4.50000,,0.043000,0.011000,-0.012000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1003,Kepler-37 d,0.60000,,0.060700,0.001700,-0.001700,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1004,Kepler-37 d,4.50000,,0.051000,0.009000,-0.009000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1005,Kepler-37 d,4.50000,,0.049000,0.005000,-0.005000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1006,Kepler-68 b,0.60000,,0.035000,0.000300,-0.000300,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1007,Kepler-68 b,4.50000,,0.056000,0.007000,-0.007000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1008,Kepler-68 b,4.50000,,0.035000,0.007000,-0.007000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1009,Kepler-49 b,0.60000,,0.176200,0.018700,-0.018700,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1010,Kepler-49 b,4.50000,,0.078000,0.052000,-0.051000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1011,Kepler-49 b,4.50000,,0.135000,0.049000,-0.050000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1012,Kepler-49 c,0.60000,,0.104800,0.018200,-0.018200,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1013,Kepler-49 c,4.50000,,0.086000,0.057000,-0.056000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1014,Kepler-49 c,4.50000,,0.087000,0.061000,-0.059000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1015,Kepler-49 c,4.50000,,0.218000,0.071000,-0.077000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1016,Kepler-26 c,0.60000,,0.189600,0.010300,-0.010300,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1017,Kepler-26 c,4.50000,,0.108000,0.066000,-0.069000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1018,Kepler-26 c,4.50000,,0.280000,0.063000,-0.067000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1019,Kepler-26 c,4.50000,,0.105000,0.068000,-0.071000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1020,Kepler-125 b,0.60000,,0.222800,0.042500,-0.042500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1021,Kepler-125 b,4.50000,,0.280000,0.041000,-0.041000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1022,Kepler-125 b,4.50000,,0.315000,0.075000,-0.083000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1023,Kepler-126 d,0.60000,,0.034600,0.000600,-0.000600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1024,Kepler-126 d,4.50000,,0.039000,0.007000,-0.007000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1025,Kepler-127 d,0.60000,,0.035000,0.000800,-0.000800,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1026,Kepler-127 d,4.50000,,0.013000,0.015000,-0.011000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1027,Kepler-127 d,4.50000,,0.005000,0.011000,-0.005000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1028,Kepler-138 c,0.60000,,0.074000,0.013900,-0.013900,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1029,Kepler-138 c,4.50000,,0.101000,0.020000,-0.021000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1030,Kepler-158 c,0.60000,,0.092000,0.036500,-0.036500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1031,Kepler-158 c,4.50000,,0.213000,0.060000,-0.059000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1032,Kepler-158 c,4.50000,,0.118000,0.051000,-0.054000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1033,Kepler-158 c,4.50000,,0.032000,0.050000,-0.030000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1034,Kepler-205 c,0.60000,,0.069300,0.008300,-0.008300,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1035,Kepler-205 c,4.50000,,0.104000,0.026000,-0.026000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1036,Kepler-205 c,4.50000,,0.083000,0.029000,-0.030000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1037,Kepler-62 e,0.60000,,0.071900,0.010800,-0.010800,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1038,Kepler-62 e,4.50000,,0.100000,0.026000,-0.026000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1039,Kepler-236 c,0.60000,,0.112200,0.057600,-0.057600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1040,Kepler-236 c,4.50000,,0.058000,0.080000,-0.051000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1041,Kepler-236 c,4.50000,,0.073000,0.076000,-0.062000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1042,Kepler-249 d,0.60000,,0.076200,0.021400,-0.021400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1043,Kepler-249 d,4.50000,,0.057000,0.041000,-0.040000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1044,Kepler-249 d,4.50000,,0.137000,0.044000,-0.045000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1045,Kepler-249 d,4.50000,,0.122000,0.046000,-0.048000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1046,Kepler-32 d,0.60000,,0.193900,0.054300,-0.054300,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1047,Kepler-32 d,4.50000,,0.146000,0.065000,-0.066000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1048,Kepler-32 d,4.50000,,0.324000,0.065000,-0.066000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1049,Kepler-61 b,0.60000,,0.141900,0.019800,-0.019800,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1050,Kepler-61 b,4.50000,,0.104000,0.044000,-0.047000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1051,WASP-17 b,0.58900,0.00015,0.550000,0.130000,-0.130000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011MNRAS.412.2376W target=ref>Wood et al. 2011</a>,The Very Large Telescope,GIRAFFE
1052,WASP-17 b,0.58959,0.00015,0.550000,0.130000,-0.130000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011MNRAS.412.2376W target=ref>Wood et al. 2011</a>,The Very Large Telescope,GIRAFFE
1053,WASP-19 b,0.68140,0.08380,,,,,,,,,0.14350,0.00140,-0.00140,0,2455251.796280,0.000140,-0.000140,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3671T target=ref>Tregloan-Reed et al. 2013</a>,New Technology Telescope,EFOSC2
1054,WASP-19 b,0.68140,0.08380,,,,,,,,,0.14170,0.00130,-0.00130,0,2455252.585060,0.000100,-0.000100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3671T target=ref>Tregloan-Reed et al. 2013</a>,New Technology Telescope,EFOSC2
1055,WASP-19 b,0.68140,0.08380,,,,,,,,,0.14300,0.00080,-0.00080,0,2455255.740450,0.000120,-0.000120,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3671T target=ref>Tregloan-Reed et al. 2013</a>,New Technology Telescope,EFOSC2
1056,WASP-19 b,0.66400,0.09900,,,,,,,,,0.14370,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,The Swiss Euler 1.2m Telescope,EulerCam
1057,WASP-19 b,0.76000,0.09100,,,,,,,,,0.13360,0.00260,-0.00260,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,The Swiss Euler 1.2m Telescope,EulerCam
1058,WASP-19 b,0.83800,0.19000,,,,,,,,,0.14171,0.00094,-0.00094,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,La Silla Observatory's 60-cm TRAPPIST Telescope,TRAPPISTCam
1059,WASP-19 b,0.91240,0.06800,,,,,,,,,0.14280,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,The Swiss Euler 1.2m Telescope,EulerCam
1060,WASP-29 b,0.52111,,,,,,,,,,0.09610,0.00270,-0.00270,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1061,WASP-29 b,0.53480,,,,,,,,,,0.09790,0.00160,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1062,WASP-29 b,0.54850,,,,,,,,,,0.09710,0.00180,-0.00180,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1063,WASP-29 b,0.56219,,,,,,,,,,0.09700,0.00160,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1064,WASP-29 b,0.57588,,,,,,,,,,0.09730,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1065,WASP-29 b,0.58958,,,,,,,,,,0.09740,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1066,WASP-29 b,0.60327,,,,,,,,,,0.09760,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
