# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun  7 06:36:29 2017
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
1548,HD 189733 b,1.29700,0.00940,,,,,,,,,0.15477,0.00022,-0.00022,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1549,HD 189733 b,1.31570,0.00940,,,,,,,,,0.15469,0.00019,-0.00019,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1550,HD 189733 b,1.33450,0.00940,,,,,,,,,0.15476,0.00021,-0.00021,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1551,HD 189733 b,1.35330,0.00940,,,,,,,,,0.15525,0.00018,-0.00018,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1552,HD 189733 b,1.37210,0.00940,,,,,,,,,0.15530,0.00020,-0.00020,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1553,HD 189733 b,1.39090,0.00940,,,,,,,,,0.15511,0.00020,-0.00020,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1554,HD 189733 b,1.40960,0.00940,,,,,,,,,0.15551,0.00025,-0.00025,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1555,HD 189733 b,1.42840,0.00940,,,,,,,,,0.15546,0.00021,-0.00021,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1556,HD 189733 b,1.44720,0.00940,,,,,,,,,0.15516,0.00023,-0.00023,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1557,HD 189733 b,1.46600,0.00940,,,,,,,,,0.15487,0.00022,-0.00022,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1558,HD 189733 b,1.48470,0.00940,,,,,,,,,0.15542,0.00024,-0.00024,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1559,HD 189733 b,1.50350,0.00940,,,,,,,,,0.15463,0.00020,-0.00020,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1560,HD 189733 b,1.52230,0.00940,,,,,,,,,0.15513,0.00020,-0.00020,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1561,HD 189733 b,1.54110,0.00940,,,,,,,,,0.15482,0.00020,-0.00020,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1562,HD 189733 b,1.55990,0.00940,,,,,,,,,0.15485,0.00023,-0.00023,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1563,HD 189733 b,1.57860,0.00940,,,,,,,,,0.15514,0.00028,-0.00028,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1564,HD 189733 b,1.59740,0.00940,,,,,,,,,0.15470,0.00024,-0.00024,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1565,HD 189733 b,1.60000,0.15000,,,,,,,,,0.15476,0.00025,-0.00025,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1566,HD 189733 b,1.61620,0.00940,,,,,,,,,0.15454,0.00032,-0.00032,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1567,HD 189733 b,1.63500,0.00940,,,,,,,,,0.15502,0.00027,-0.00027,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1568,HD 189733 b,1.92500,0.17500,,,,,,,,,0.15474,0.00022,-0.00022,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
1569,HD 189733 b,2.30000,0.20000,,,,,,,,,0.15447,0.00027,-0.00027,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
1570,HD 189733 b,3.55000,0.35000,,,,,,,,,0.15507,0.00027,-0.00027,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1571,HD 189733 b,4.50000,0.50000,,,,,,,,,0.15542,0.00035,-0.00035,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1572,HAT-P-26 b,0.71880,0.01250,0.501000,0.017000,-0.017000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1573,HAT-P-26 b,0.73130,0.01250,0.446000,0.017000,-0.017000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1574,HAT-P-26 b,0.74370,0.01250,0.435000,0.015000,-0.015000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1575,HAT-P-26 b,0.75630,0.01250,0.425000,0.021000,-0.021000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1576,HAT-P-26 b,0.76870,0.01250,0.480000,0.025000,-0.025000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1577,HAT-P-26 b,0.78120,0.01250,0.481000,0.017000,-0.017000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1578,HAT-P-26 b,0.79380,0.01250,0.465000,0.014000,-0.014000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1579,HAT-P-26 b,0.80620,0.01250,0.464000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1580,HAT-P-26 b,0.81880,0.01250,0.512000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1581,HAT-P-26 b,0.83120,0.01250,0.519000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1582,HAT-P-26 b,0.84380,0.01250,0.521000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1583,HAT-P-26 b,0.85630,0.01250,0.500000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1584,HAT-P-26 b,0.86870,0.01250,0.508000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1585,HAT-P-26 b,0.88130,0.01250,0.511000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1586,HAT-P-26 b,0.89370,0.01250,0.487000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1587,HAT-P-26 b,0.90620,0.01250,0.502000,0.014000,-0.014000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1588,HAT-P-26 b,0.91880,0.01250,0.510000,0.013000,-0.013000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1589,HAT-P-26 b,0.93120,0.01250,0.514000,0.015000,-0.015000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1590,HAT-P-26 b,0.94380,0.01250,0.548000,0.018000,-0.018000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1591,HAT-P-26 b,0.95620,0.01250,0.538000,0.017000,-0.017000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1592,HAT-P-26 b,0.96880,0.01250,0.508000,0.015000,-0.015000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1593,HAT-P-26 b,0.98130,0.01250,0.465000,0.015000,-0.015000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1594,HAT-P-26 b,0.99370,0.01250,0.474000,0.017000,-0.017000,0,,,,,,,,,2457129.722480,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Magellan II Landon Clay Telescope,LDSS-3C
1595,HAT-P-26 b,3.60000,,0.522000,0.012000,-0.012000,0,,,,,0.07250,0.00080,-0.00080,0,2456545.362200,0.000300,-0.000300,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1596,HAT-P-26 b,4.50000,,0.559000,0.029000,-0.029000,0,,,,,0.07480,0.00190,-0.00190,0,2456405.623700,0.000900,-0.000900,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151108226S target=ref>Stevenson et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1597,55 Cnc e,4.50000,,0.048400,0.007400,-0.007400,0,,,,,,,,,2455567.500000,1.000000,-1.000000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.2018D target=ref>Demory et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1598,55 Cnc e,4.50000,,0.028700,0.005200,-0.005200,0,,,,,,,,,2455732.500000,1.000000,-1.000000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.2018D target=ref>Demory et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1599,55 Cnc e,4.50000,,0.032500,0.007600,-0.007600,0,,,,,,,,,2456464.500000,1.000000,-1.000000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.2018D target=ref>Demory et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1600,55 Cnc e,4.50000,,0.036500,0.004300,-0.004300,0,,,,,,,,,2456476.500000,1.000000,-1.000000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.2018D target=ref>Demory et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1601,55 Cnc e,4.50000,,0.040600,0.007800,-0.007800,0,,,,,,,,,2456481.500000,1.000000,-1.000000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.2018D target=ref>Demory et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1602,55 Cnc e,4.50000,,0.043300,0.009000,-0.009000,0,,,,,,,,,2456484.500000,1.000000,-1.000000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.2018D target=ref>Demory et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1603,55 Cnc e,1.13200,0.01740,0.035800,0.001800,-0.001800,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1604,55 Cnc e,1.14950,0.01770,0.036100,0.001800,-0.001800,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1605,55 Cnc e,1.16740,0.01800,0.033700,0.001900,-0.001900,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1606,55 Cnc e,1.18550,0.01820,0.035200,0.001500,-0.001500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1607,55 Cnc e,1.20390,0.01850,0.032900,0.001600,-0.001600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1608,55 Cnc e,1.22250,0.01880,0.032600,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1609,55 Cnc e,1.24150,0.01910,0.030200,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1610,55 Cnc e,1.26070,0.01940,0.033800,0.001500,-0.001500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1611,55 Cnc e,1.28030,0.01970,0.033300,0.001600,-0.001600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1612,55 Cnc e,1.30010,0.02000,0.032800,0.001600,-0.001600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1613,55 Cnc e,1.32030,0.02030,0.035100,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1614,55 Cnc e,1.34070,0.02070,0.034800,0.001500,-0.001500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1615,55 Cnc e,1.36150,0.02090,0.032700,0.001500,-0.001500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1616,55 Cnc e,1.38270,0.02130,0.033800,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1617,55 Cnc e,1.40410,0.02160,0.036300,0.001500,-0.001500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1618,55 Cnc e,1.42580,0.02190,0.039100,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1619,55 Cnc e,1.44800,0.02230,0.036500,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1620,55 Cnc e,1.47040,0.02260,0.034800,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1621,55 Cnc e,1.49320,0.02300,0.039400,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1622,55 Cnc e,1.51640,0.02330,0.037800,0.001600,-0.001600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1623,55 Cnc e,1.53980,0.02370,0.040500,0.001400,-0.001400,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1624,55 Cnc e,1.56380,0.02410,0.038800,0.001500,-0.001500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1625,55 Cnc e,1.58800,0.02440,0.040200,0.001500,-0.001500,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1626,55 Cnc e,1.61260,0.02480,0.038800,0.001600,-0.001600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1627,55 Cnc e,1.63760,0.02520,0.040400,0.001600,-0.001600,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2015arXiv151108901T target=ref>Tsiaras et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1628,K2-26 b,0.60000,,,,,,,,,,0.04710,0.00280,-0.00280,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,The Kepler Mission,Kepler CCD Array
1629,K2-26 b,4.50000,,,,,,,,,,0.04120,0.00220,-0.00220,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1630,K2-3 b,0.60000,,,,,,,,,,0.03483,0.00097,-0.00097,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,The Kepler Mission,Kepler CCD Array
1631,K2-3 b,4.50000,,,,,,,,,,0.03530,0.00110,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1632,K2-3 c,0.60000,,,,,,,,,,0.02700,0.00100,-0.00100,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,The Kepler Mission,Kepler CCD Array
1633,K2-3 c,4.50000,,,,,,,,,,0.02705,0.00005,-0.00005,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1634,K2-3 d,0.60000,,,,,,,,,,0.02500,0.00160,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,The Kepler Mission,Kepler CCD Array
1635,K2-3 d,4.50000,,,,,,,,,,0.02545,0.00050,-0.00050,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...39B target=ref>Beichman et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1636,HAT-P-14 b,0.47900,,,,,,,,,,0.08170,0.00190,-0.00190,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...819...27F target=ref>Fukui et al. 2016</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,MuSCAT
1637,HAT-P-14 b,0.61600,,,,,,,,,,0.08600,0.00260,-0.00260,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...819...27F target=ref>Fukui et al. 2016</a>,Liverpool 2 meter telesope at Observatorio del Roque de los Muchachos,RISE
1638,HAT-P-14 b,0.62900,,,,,,,,,,0.08170,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/abs/2016ApJ...819...27F target=ref>Fukui et al. 2016</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,MuSCAT
